,TOWN,TOWNNO,TRACT,LON,LAT,MEDV,CMEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
306,Milton,58,4163,-71.07904029999999,42.24878210000001,33.4,33.4,0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47
305,Milton,58,4162,-71.06704029999999,42.2552821,28.4,28.4,0.05479,33.0,2.18,0,0.472,6.616,58.1,3.37,7,222,18.4,393.36,8.93
304,Milton,58,4161,-71.05004029999999,42.252782100000005,36.1,36.1,0.05515,33.0,2.18,0,0.472,7.236,41.1,4.022,7,222,18.4,393.68,6.93
0,Nahant,0,2011,-70.922279,42.4265633,24.0,24.0,0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98
242,Natick,41,3825,-71.3404091,42.289411433333335,22.2,22.2,0.1029,30.0,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22
243,Natick,41,3826,-71.3384091,42.28891143333333,23.7,23.7,0.12757,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19
241,Natick,41,3824,-71.3315091,42.265911433333336,20.1,20.1,0.10612,30.0,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4
239,Natick,41,3822,-71.34870910000001,42.26641143333333,23.3,23.3,0.09252,30.0,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37
238,Natick,41,3821,-71.3549091,42.28011143333333,23.7,23.7,0.08244,30.0,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36
240,Natick,41,3823,-71.3669091,42.274411433333334,22.0,27.0,0.11329,30.0,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38
278,Needham,47,4035,-71.22865479999999,42.276768499999996,29.1,29.1,0.07978,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19
277,Needham,47,4034,-71.2361548,42.2825685,33.1,33.1,0.06127,40.0,6.41,1,0.447,6.826,27.6,4.8628,4,254,17.6,393.45,4.16
275,Needham,47,4032,-71.23865479999999,42.2724685,32.0,32.0,0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98
276,Needham,47,4033,-71.24765479999999,42.2822685,33.2,33.2,0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4,254,17.6,389.25,6.05
274,Needham,47,4031,-71.23765479999999,42.2905685,32.4,32.4,0.05644,40.0,6.41,1,0.447,6.758,32.9,4.0776,4,254,17.6,396.9,3.53
230,Newton,40,3741,-71.19396584444442,42.34794685555557,24.3,24.3,0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65
226,Newton,40,3737,-71.20496584444442,42.35084685555557,37.6,37.6,0.38214,0.0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,3.13
220,Newton,40,3731,-71.20896584444442,42.34764685555557,26.7,26.7,0.35809,0.0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,391.7,9.71
221,Newton,40,3732,-71.20476584444442,42.352546855555566,21.7,21.7,0.40771,0.0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46
222,Newton,40,3733,-71.19396584444442,42.34024685555557,27.5,27.5,0.62356,0.0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93
223,Newton,40,3734,-71.18516584444443,42.331746855555565,30.1,30.1,0.6147,0.0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6
225,Newton,40,3736,-71.20546584444442,42.33674685555557,50.0,50.0,0.52693,0.0,6.2,0,0.504,8.725,83.0,2.8944,8,307,17.4,382.0,4.63
236,Newton,40,3747,-71.19996584444442,42.328946855555564,25.1,25.1,0.52058,0.0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54
224,Newton,40,3735,-71.19396584444442,42.31924685555557,44.8,44.8,0.31533,0.0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14
229,Newton,40,3740,-71.20296584444442,42.31494685555557,31.5,31.5,0.44178,0.0,6.2,0,0.504,6.552,21.4,3.3751,8,307,17.4,380.34,3.76
231,Newton,40,3742,-71.21396584444442,42.32224685555557,31.7,31.7,0.46296,0.0,6.2,0,0.504,7.412,76.9,3.6715,8,307,17.4,376.14,5.25
232,Newton,40,3743,-71.21246584444442,42.327246855555565,41.7,41.7,0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47
227,Newton,40,3738,-71.22396584444442,42.32884685555557,31.6,31.6,0.41238,0.0,6.2,0,0.504,7.163,79.9,3.2157,8,307,17.4,372.08,6.36
233,Newton,40,3744,-71.21796584444442,42.33824685555557,48.3,48.3,0.33147,0.0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,378.95,3.95
234,Newton,40,3745,-71.21596584444443,42.348446855555565,29.0,29.0,0.44791,0.0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05
235,Newton,40,3746,-71.22196584444443,42.34834685555557,24.0,24.0,0.33045,0.0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88
237,Newton,40,3748,-71.23246584444442,42.345246855555565,31.5,31.5,0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73
228,Newton,40,3739,-71.23306584444443,42.33724685555557,46.7,46.7,0.29819,0.0,6.2,0,0.504,7.686,17.0,3.3751,8,307,17.4,377.51,3.92
286,Norfolk,52,4091,-76.28587259999999,36.8507689,20.1,20.1,0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,12.93
66,North Reading,15,3302,-71.0666653,42.5713439,19.4,19.4,0.04379,80.0,3.37,0,0.398,5.787,31.1,6.6115,4,337,16.1,396.9,10.24
65,North Reading,15,3301,-71.0906653,42.5788439,23.5,23.5,0.03584,80.0,3.37,0,0.398,6.29,17.8,6.6115,4,337,16.1,396.9,4.67
348,Norwell,69,5041,-70.7927832,42.1615157,24.5,24.5,0.01501,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280,17.0,390.94,5.99
294,Norwood,55,4132,-71.1865895,42.19207089999999,21.7,21.7,0.08199,0.0,13.92,0,0.437,6.009,42.3,5.5027,4,289,16.0,396.9,10.4
293,Norwood,55,4131,-71.1955895,42.20377089999999,23.9,23.9,0.08265,0.0,13.92,0,0.437,6.127,18.4,5.5027,4,289,16.0,396.9,8.58
295,Norwood,55,4133,-71.2084895,42.19867089999999,28.6,28.6,0.12932,0.0,13.92,0,0.437,6.678,31.1,5.9604,4,289,16.0,396.9,6.27
296,Norwood,55,4134,-71.2055895,42.19287089999999,27.1,27.1,0.05372,0.0,13.92,0,0.437,6.549,51.0,5.9604,4,289,16.0,392.85,7.39
297,Norwood,55,4135,-71.1985895,42.18457089999999,20.3,20.3,0.14103,0.0,13.92,0,0.437,5.79,58.0,6.32,4,289,16.0,396.9,15.84
46,Peabody,7,2106,-70.96010534444444,42.54465087777777,20.0,20.0,0.18836,0.0,6.91,0,0.448,5.786,33.3,5.1004,3,233,17.9,396.9,14.15
49,Peabody,7,2109,-70.95910534444444,42.53315087777777,19.4,19.4,0.21977,0.0,6.91,0,0.448,5.602,62.0,6.0877,3,233,17.9,396.9,16.2
48,Peabody,7,2108,-70.93360534444444,42.53335087777777,14.4,14.4,0.25387,0.0,6.91,0,0.448,5.399,95.3,5.87,3,233,17.9,396.9,30.81
41,Peabody,7,2101,-70.92360534444444,42.52665087777777,26.6,26.6,0.12744,0.0,6.91,0,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84
42,Peabody,7,2102,-70.92860534444443,42.517150877777766,25.3,25.3,0.1415,0.0,6.91,0,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.81
45,Peabody,7,2105,-70.92110534444444,42.517150877777766,19.3,19.3,0.17142,0.0,6.91,0,0.448,5.682,33.8,5.1004,3,233,17.9,396.9,10.21
44,Peabody,7,2104,-70.91210534444444,42.52215087777777,21.2,21.2,0.12269,0.0,6.91,0,0.448,6.069,40.0,5.7209,3,233,17.9,389.39,9.55
43,Peabody,7,2103,-70.91110534444444,42.526150877777766,24.7,24.7,0.15936,0.0,6.91,0,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44
47,Peabody,7,2107,-70.90860534444444,42.53045087777777,16.6,16.6,0.22927,0.0,6.91,0,0.448,6.03,85.5,5.6894,3,233,17.9,392.74,18.8
355,Pembroke,73,5082,-70.80944999999998,42.0824925,20.6,20.6,0.10659,80.0,1.91,0,0.413,5.936,19.5,10.5857,4,334,22.0,376.04,5.57
354,Pembroke,73,5081,-70.80895,42.0604925,18.2,18.2,0.04301,80.0,1.91,0,0.413,5.663,21.9,10.5857,4,334,22.0,382.8,8.05
314,Quincy,59,4177,-71.00928716666667,42.249977200000004,23.8,23.8,0.3692,0.0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.28
309,Quincy,59,4172,-71.01558716666666,42.2544772,20.3,20.3,0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97
317,Quincy,59,4180,-71.01148716666667,42.2704772,19.8,19.8,0.24522,0.0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94
308,Quincy,59,4171,-71.00298716666666,42.2724772,22.8,22.8,0.49298,0.0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54
310,Quincy,59,4173,-71.01048716666666,42.2614772,16.1,16.1,2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,350.45,12.64
313,Quincy,59,4176,-71.00298716666666,42.2557772,21.6,21.6,0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9
311,Quincy,59,4174,-70.99548716666666,42.2474772,22.1,22.1,0.79041,0.0,9.9,0,0.544,6.122,52.8,2.6403,4,304,18.4,396.9,5.98
315,Quincy,59,4178,-70.97498716666666,42.2524772,16.2,16.2,0.25356,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5
312,Quincy,59,4175,-70.98348716666666,42.2429772,19.4,19.4,0.26169,0.0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,396.3,11.72
316,Quincy,59,4179,-70.99948716666667,42.2369772,17.8,17.8,0.31827,0.0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,390.7,18.33
318,Quincy,59,4181,-71.00548716666667,42.2444772,23.1,23.1,0.40202,0.0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4,395.21,10.36
319,Quincy,59,4182,-71.01548716666666,42.2454772,21.0,21.0,0.47547,0.0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73
329,Randolph,61,4202,-71.05581156666666,42.16490213333333,22.6,22.6,0.06724,0.0,3.24,0,0.46,6.333,17.2,5.2146,4,430,16.9,375.21,7.34
328,Randolph,61,4201,-71.06981156666666,42.16690213333333,19.3,19.3,0.06617,0.0,3.24,0,0.46,5.868,25.8,5.2146,4,430,16.9,382.44,9.97
330,Randolph,61,4203,-71.05331156666666,42.14990213333333,19.8,19.8,0.04544,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09
80,Reading,19,3341,-75.9297497,40.327148300000005,28.0,28.0,0.04113,25.0,4.86,0,0.426,6.727,33.5,5.4007,4,281,19.0,396.9,5.29
81,Reading,19,3342,-75.9302497,40.3341483,23.9,23.9,0.04462,25.0,4.86,0,0.426,6.619,70.4,5.4007,4,281,19.0,395.63,7.22
82,Reading,19,3343,-75.9287497,40.345148300000005,24.8,24.8,0.03659,25.0,4.86,0,0.426,6.302,32.2,5.4007,4,281,19.0,396.9,6.72
83,Reading,19,3344,-75.9187497,40.336148300000005,22.9,22.9,0.03551,25.0,4.86,0,0.426,6.167,46.7,5.4007,4,281,19.0,390.64,7.51
495,Revere,90,1703,-71.0211573,42.4071927,23.1,23.1,0.17899,0.0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6
500,Revere,90,1708,-71.0211573,42.4109927,16.8,16.8,0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33
499,Revere,90,1707,-71.01915729999999,42.4156927,17.5,17.5,0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1
498,Revere,90,1706,-71.0096573,42.4134927,21.2,21.2,0.23912,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92
496,Revere,90,1704,-71.00335729999999,42.4105927,19.7,19.7,0.2896,0.0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14
493,Revere,90,1701,-71.01365729999999,42.4064927,21.8,21.8,0.17331,0.0,9.69,0,0.585,5.707,54.0,2.3817,6,391,19.2,396.9,12.01
494,Revere,90,1702,-71.0071573,42.4039927,24.5,24.5,0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59
497,Revere,90,1705,-71.0006573,42.3989927,18.3,18.3,0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1
346,Rockland,67,5022,-69.10737929999999,44.0986914,17.2,17.2,0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67
345,Rockland,67,5021,-69.1104793,44.108691400000005,17.5,17.5,0.03113,0.0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8,385.64,10.53
10,Salem,3,2045,-70.89478692857143,42.50596857142856,15.0,15.0,0.22489,12.5,7.87,0,0.524,6.377,94.3,6.3467,5,311,15.2,392.52,20.45
9,Salem,3,2044,-70.89628692857143,42.518968571428566,18.9,18.9,0.17004,12.5,7.87,0,0.524,6.004,85.9,6.5921,5,311,15.2,386.71,17.1
6,Salem,3,2041,-70.89178692857143,42.52096857142856,22.9,22.9,0.08829,12.5,7.87,0,0.524,6.012,66.6,5.5605,5,311,15.2,395.6,12.43
12,Salem,3,2047,-70.88778692857143,42.524968571428566,21.7,21.7,0.09378,12.5,7.87,0,0.524,5.889,39.0,5.4509,5,311,15.2,390.5,15.71
7,Salem,3,2042,-70.89378692857143,42.524968571428566,27.1,22.1,0.14455,12.5,7.87,0,0.524,6.172,96.1,5.9505,5,311,15.2,396.9,19.15
11,Salem,3,2046,-70.90278692857143,42.525968571428564,18.9,18.9,0.11747,12.5,7.87,0,0.524,6.009,82.9,6.2267,5,311,15.2,396.9,13.27
8,Salem,3,2043,-70.90978692857142,42.51496857142856,16.5,16.5,0.21124,12.5,7.87,0,0.524,5.631,100.0,6.0821,5,311,15.2,386.63,29.93
37,Sargus,5,2083,-82.997219,39.95424890000001,21.0,21.0,0.08014,0.0,5.96,0,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77
36,Sargus,5,2082,-83.005219,39.95874890000001,20.0,20.0,0.09744,0.0,5.96,0,0.499,5.841,61.4,3.3779,5,279,19.2,377.56,11.41
38,Sargus,5,2084,-83.001219,39.970748900000004,24.7,24.2,0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13
35,Sargus,5,2081,-83.017219,39.97174890000001,18.9,18.9,0.06417,0.0,5.96,0,0.499,5.933,68.2,3.3603,5,279,19.2,396.9,9.68
349,Scituate,70,5051,-70.73686330000001,42.203429,26.6,26.6,0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89
350,Scituate,70,5052,-70.7148633,42.188429,22.9,22.9,0.06211,40.0,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98
300,Sharon,56,4143,-71.19079036666668,42.12781656666667,24.8,24.8,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07
299,Sharon,56,4142,-71.17079036666667,42.114316566666666,29.0,29.0,0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358,14.8,371.58,4.74
298,Sharon,56,4141,-71.17429036666667,42.12881656666667,22.5,22.5,0.06466,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97
256,Sherborn,44,3861,-71.3697813,42.23898570000001,44.0,44.0,0.01538,90.0,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11
137,Somerville,27,3511,-71.08722346666667,42.38778346666666,17.1,17.1,0.35233,0.0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59
141,Somerville,27,3515,-71.09222346666668,42.38728346666666,14.4,14.4,1.62864,0.0,21.89,0,0.624,5.019,100.0,1.4394,4,437,21.2,396.9,34.41
140,Somerville,27,3514,-71.09802346666667,42.38908346666666,14.0,14.0,0.2909,0.0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16
138,Somerville,27,3512,-71.10342346666667,42.39128346666666,13.3,13.3,0.2498,0.0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32
139,Somerville,27,3513,-71.10922346666668,42.39228346666666,17.8,17.8,0.54452,0.0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46
136,Somerville,27,3510,-71.10872346666667,42.39278346666666,17.4,17.4,0.32264,0.0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9
131,Somerville,27,3505,-71.11322346666667,42.39728346666666,19.6,19.6,1.19294,0.0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,396.9,12.26
135,Somerville,27,3509,-71.11022346666667,42.39278346666666,18.1,18.1,0.55778,0.0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96
127,Somerville,27,3501,-71.10922346666668,42.388483466666656,16.2,16.2,0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437,21.2,392.11,17.19
128,Somerville,27,3502,-71.10192346666668,42.38578346666666,18.0,18.0,0.32543,0.0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39
130,Somerville,27,3504,-71.09722346666668,42.38478346666666,19.2,19.2,0.34006,0.0,21.89,0,0.624,6.458,98.9,2.1185,4,437,21.2,395.04,12.6
129,Somerville,27,3503,-71.09622346666667,42.37978346666666,14.3,14.3,0.88125,0.0,21.89,0,0.624,5.637,94.7,1.9799,4,437,21.2,396.9,18.34
132,Somerville,27,3506,-71.09102346666667,42.38228346666666,23.0,23.0,0.59005,0.0,21.89,0,0.624,6.372,97.9,2.3274,4,437,21.2,385.76,11.12
133,Somerville,27,3507,-71.08602346666667,42.38348346666666,18.4,18.4,0.32982,0.0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03
134,Somerville,27,3508,-71.08852346666667,42.37878346666666,15.6,15.6,0.97617,0.0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31
92,Stoneham,22,3371,-71.09413856666666,42.47558023333333,22.9,22.9,0.04203,28.0,15.04,0,0.464,6.442,53.6,3.6659,4,270,18.2,395.01,8.16
93,Stoneham,22,3372,-71.10313856666666,42.48858023333333,25.0,25.0,0.02875,28.0,15.04,0,0.464,6.211,28.9,3.6659,4,270,18.2,396.33,6.21
94,Stoneham,22,3373,-71.10263856666666,42.47658023333333,20.6,20.6,0.04294,28.0,15.04,0,0.464,6.249,77.3,3.615,4,270,18.2,396.9,10.59
199,Sudbury,35,3651,-71.4066725,42.3934278,34.9,34.9,0.0315,95.0,1.47,0,0.403,6.975,15.3,7.6534,3,402,17.0,396.9,4.56
200,Sudbury,35,3652,-71.4256725,42.373427799999995,32.9,32.9,0.01778,95.0,1.47,0,0.403,7.135,13.9,7.6534,3,402,17.0,384.3,4.45
1,Swampscott,1,2021,-70.92455619999998,42.4731937,21.6,21.6,0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14
2,Swampscott,1,2022,-70.91055619999999,42.4686937,34.7,34.7,0.02729,0.0,7.07,0,0.469,7.185,61.1,4.9671,2,242,17.8,392.83,4.03
55,Topsfield,10,2141,-70.9495053,42.6375941,35.4,35.4,0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81
87,Wakefield,20,3354,-71.0740891,42.5111895,22.2,22.2,0.07151,0.0,4.49,0,0.449,6.121,56.8,3.7476,3,247,18.5,395.15,8.44
84,Wakefield,20,3351,-71.08108909999999,42.5036895,23.9,23.9,0.05059,0.0,4.49,0,0.449,6.389,48.0,4.7794,3,247,18.5,396.9,9.62
85,Wakefield,20,3352,-71.06408909999999,42.5086895,26.6,26.6,0.05735,0.0,4.49,0,0.449,6.63,56.1,4.4377,3,247,18.5,392.3,6.53
86,Wakefield,20,3353,-71.07008909999999,42.4921895,22.5,22.5,0.05188,0.0,4.49,0,0.449,6.015,45.1,4.4272,3,247,18.5,395.99,12.86
288,Walpole,53,4112,-71.25234293333332,42.12941086666666,22.3,22.3,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6
287,Walpole,53,4111,-71.23684293333332,42.14591086666666,23.2,23.2,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14
289,Walpole,53,4113,-71.25934293333333,42.14991086666666,24.8,24.8,0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51
205,Waltham,38,3681,-71.24276584545453,42.39295792727272,22.6,22.6,0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87
206,Waltham,38,3682,-71.24526584545454,42.37925792727272,24.4,24.4,0.22969,0.0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,394.87,10.97
207,Waltham,38,3683,-71.24426584545454,42.37525792727271,22.5,22.5,0.25199,0.0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06
210,Waltham,38,3686,-71.24556584545454,42.37045792727272,21.7,21.7,0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27
211,Waltham,38,3687,-71.23826584545453,42.370157927272714,19.3,19.3,0.37578,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98
208,Waltham,38,3684,-71.23876584545454,42.36615792727272,24.4,24.4,0.13587,0.0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66
213,Waltham,38,3689,-71.23326584545454,42.37005792727272,28.1,28.1,0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38
215,Waltham,38,3691,-71.22876584545453,42.37345792727272,25.0,25.0,0.19802,0.0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47
214,Waltham,38,3690,-71.23276584545454,42.38395792727272,23.7,23.7,0.28955,0.0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,348.93,29.55
209,Waltham,38,3685,-71.22226584545453,42.383457927272715,20.0,20.0,0.43571,0.0,10.59,1,0.489,5.344,100.0,3.875,4,277,18.6,396.9,23.09
212,Waltham,38,3688,-71.21976584545453,42.376157927272715,22.4,22.4,0.21719,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03
219,Watertown,39,3704,-75.92213149999999,43.976033799999996,23.0,23.0,0.11425,0.0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,393.74,10.5
218,Watertown,39,3703,-75.91053149999999,43.9765338,21.5,21.5,0.11069,0.0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,396.9,17.92
217,Watertown,39,3702,-75.89883149999999,43.9750338,28.7,28.7,0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69
216,Watertown,39,3701,-75.91153149999998,43.971533799999996,23.3,23.3,0.0456,0.0,13.89,1,0.55,5.888,56.0,3.1121,5,276,16.4,392.8,13.51
201,Wayland,36,3661,-71.3636984,42.351345300000006,24.1,24.1,0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43
202,Wayland,36,3662,-71.3591984,42.373845300000006,42.3,42.3,0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11
281,Wellesley,48,4043,-71.2712627,42.301472000000004,35.4,35.4,0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,392.23,4.59
280,Wellesley,48,4042,-71.2892627,42.300472,45.4,45.4,0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76
279,Wellesley,48,4041,-71.3082627,42.298272000000004,35.1,35.1,0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85
282,Wellesley,48,4044,-71.30076269999999,42.286972,46.0,46.0,0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,377.07,3.01
57,Wenham,12,2161,-70.8911612,42.604261,31.6,31.6,0.01432,100.0,1.32,0,0.411,6.816,40.5,8.3248,5,256,15.1,392.9,3.95
204,Weston,37,3672,-80.3997748,26.113465399999995,50.0,50.0,0.02009,95.0,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,390.55,2.88
203,Weston,37,3671,-80.3997748,26.0872654,48.5,48.5,0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81
292,Westwood,54,4123,-118.45784973333333,34.05533493333334,27.9,27.9,0.03615,80.0,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7
290,Westwood,54,4121,-118.45234973333334,34.07263493333334,28.5,28.5,0.03502,80.0,4.95,0,0.411,6.861,27.9,5.1167,4,245,19.2,396.9,3.33
291,Westwood,54,4122,-118.42634973333334,34.06253493333334,37.3,37.3,0.07886,80.0,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56
337,Weymouth,63,4225,-70.9522231,42.19229739999999,18.5,18.5,0.03041,0.0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56
339,Weymouth,63,4227,-70.9377231,42.19379739999999,19.0,19.0,0.05497,0.0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74
335,Weymouth,63,4223,-70.9427231,42.20779739999999,21.1,21.1,0.03961,0.0,5.19,0,0.515,6.037,34.5,5.9853,5,224,20.2,396.9,8.01
340,Weymouth,63,4228,-70.9487231,42.22079739999999,18.7,18.7,0.06151,0.0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29
336,Weymouth,63,4224,-70.9329231,42.21979739999999,19.5,19.5,0.03427,0.0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8
338,Weymouth,63,4226,-70.9360231,42.23019739999999,20.6,20.6,0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51
334,Weymouth,63,4222,-70.9402231,42.236797399999986,20.7,20.7,0.03738,0.0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75
333,Weymouth,63,4221,-70.9377231,42.24309739999999,22.2,22.2,0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68
69,Wilmington,16,3313,-75.5353909,39.746455000000005,20.9,20.9,0.12816,12.5,6.07,0,0.409,5.885,33.0,6.498,4,345,18.9,396.9,8.79
68,Wilmington,16,3312,-75.5533909,39.75025500000001,17.4,17.4,0.13554,12.5,6.07,0,0.409,5.594,36.8,6.498,4,345,18.9,396.9,13.09
